,FIPS,Geo_NAME,Geo_QName,Geo_STATE,Geo_COUNTY,Geo_TRACT,2010 Housing Units,2010 Median Gross Rent,2010 Percent Transit,2018 Housing Units,2018 Median Gross Rent,2018 Percent Transit,Change Housing Units,Change Median Rent,Change Percent Transit
590,06037603702,"Census Tract 6037.02 (part), Alondra Park CDP, Inglewood CCD, Los Angeles County, California","Census Tract 6037.02 (part), Alondra Park CDP, Inglewood CCD, Los Angeles County, California",06,037,603702,1705,1804.0,1.58,1657,1706.0,0.79,-0.0281524926686217,-0.05432372505543237,-0.79
592,06037603704,"Census Tract 6037.04 (part), Alondra Park CDP, Inglewood CCD, Los Angeles County, California","Census Tract 6037.04 (part), Alondra Park CDP, Inglewood CCD, Los Angeles County, California",06,037,603704,1311,1020.0,10.16,2211,1148.0,7.52,0.6864988558352403,0.12549019607843137,-2.6400000000000006
593,06037603704,"Census Tract 6037.04 (part), Hawthorne city, Inglewood CCD, Los Angeles County, California","Census Tract 6037.04 (part), Hawthorne city, Inglewood CCD, Los Angeles County, California",06,037,603704,938,1377.0,11.95,2211,1148.0,7.52,1.3571428571428572,-0.16630355846042122,-4.43
594,06037602200,"Census Tract 6022 (part), Del Aire CDP, Inglewood CCD, Los Angeles County, California","Census Tract 6022 (part), Del Aire CDP, Inglewood CCD, Los Angeles County, California",06,037,602200,1417,1993.0,6.26,2675,1580.0,3.78,0.8877911079745943,-0.20722528850978425,-2.48
595,06037602200,"Census Tract 6022 (part), Hawthorne city, Inglewood CCD, Los Angeles County, California","Census Tract 6022 (part), Hawthorne city, Inglewood CCD, Los Angeles County, California",06,037,602200,935,1176.0,1.04,2675,1580.0,3.78,1.86096256684492,0.3435374149659864,2.7399999999999998
596,06037602301,"Census Tract 6023.01 (part), Del Aire CDP, Inglewood CCD, Los Angeles County, California","Census Tract 6023.01 (part), Del Aire CDP, Inglewood CCD, Los Angeles County, California",06,037,602301,1848,1479.0,2.34,2054,1206.0,3.86,0.11147186147186147,-0.1845841784989858,1.52
597,06037602301,"Census Tract 6023.01 (part), Hawthorne city, Inglewood CCD, Los Angeles County, California","Census Tract 6023.01 (part), Hawthorne city, Inglewood CCD, Los Angeles County, California",06,037,602301,145,1268.0,0.0,2054,1206.0,3.86,13.16551724137931,-0.04889589905362776,3.86
599,06037291300,"Census Tract 2913 (part), Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2913 (part), Los Angeles city (part), Los Angeles CCD, Los Angeles County, California",06,037,291300,995,1448.0,0.0,1103,1275.0,1.68,0.10854271356783919,-0.11947513812154696,1.68
600,06037602600,"Census Tract 6026, Gardena city, Inglewood CCD, Los Angeles County, California","Census Tract 6026, Gardena city, Inglewood CCD, Los Angeles County, California",06,037,602600,2948,1191.0,4.23,2877,1206.0,6.35,-0.02408412483039349,0.012594458438287154,2.119999999999999
601,06037602900,"Census Tract 6029 (part), Gardena city, Inglewood CCD, Los Angeles County, California","Census Tract 6029 (part), Gardena city, Inglewood CCD, Los Angeles County, California",06,037,602900,1358,907.0,5.6,1342,979.0,8.49,-0.011782032400589101,0.07938257993384785,2.8900000000000006
603,06037603001,"Census Tract 6030.01, Gardena city, Inglewood CCD, Los Angeles County, California","Census Tract 6030.01, Gardena city, Inglewood CCD, Los Angeles County, California",06,037,603001,2533,1013.0,5.75,2455,1146.0,3.51,-0.030793525463876825,0.13129318854886476,-2.24
604,06037603004,"Census Tract 6030.04, Gardena city, Inglewood CCD, Los Angeles County, California","Census Tract 6030.04, Gardena city, Inglewood CCD, Los Angeles County, California",06,037,603004,690,1153.0,5.82,646,1193.0,3.08,-0.06376811594202898,0.03469210754553339,-2.74
605,06037603005,"Census Tract 6030.05, Gardena city, Inglewood CCD, Los Angeles County, California","Census Tract 6030.05, Gardena city, Inglewood CCD, Los Angeles County, California",06,037,603005,2063,1188.0,5.21,1954,1288.0,5.54,-0.052835676199709164,0.08417508417508418,0.33000000000000007
606,06037603006,"Census Tract 6030.06, Gardena city, Inglewood CCD, Los Angeles County, California","Census Tract 6030.06, Gardena city, Inglewood CCD, Los Angeles County, California",06,037,603006,992,991.0,8.94,848,1262.0,5.88,-0.14516129032258066,0.2734611503531786,-3.0599999999999996
607,06037603101,"Census Tract 6031.01, Gardena city, Inglewood CCD, Los Angeles County, California","Census Tract 6031.01, Gardena city, Inglewood CCD, Los Angeles County, California",06,037,603101,1668,1283.0,2.89,1595,1374.0,2.45,-0.043764988009592325,0.07092751363990647,-0.43999999999999995
608,06037603102,"Census Tract 6031.02, Gardena city, Inglewood CCD, Los Angeles County, California","Census Tract 6031.02, Gardena city, Inglewood CCD, Los Angeles County, California",06,037,603102,1492,1163.0,3.86,1452,1262.0,2.38,-0.02680965147453083,0.08512467755803955,-1.48
609,06037603200,"Census Tract 6032, Gardena city, Inglewood CCD, Los Angeles County, California","Census Tract 6032, Gardena city, Inglewood CCD, Los Angeles County, California",06,037,603200,1189,1265.0,1.11,1219,1267.0,4.2,0.025231286795626577,0.0015810276679841897,3.09
610,06037603301,"Census Tract 6033.01, Gardena city, Inglewood CCD, Los Angeles County, California","Census Tract 6033.01, Gardena city, Inglewood CCD, Los Angeles County, California",06,037,603301,1676,1137.0,9.53,1567,1316.0,2.24,-0.06503579952267304,0.15743183817062445,-7.289999999999999
611,06037603302,"Census Tract 6033.02 (part), Gardena city, Inglewood CCD, Los Angeles County, California","Census Tract 6033.02 (part), Gardena city, Inglewood CCD, Los Angeles County, California",06,037,603302,1634,1236.0,2.13,1649,1296.0,5.47,0.009179926560587515,0.04854368932038835,3.34
613,06037603400,"Census Tract 6034, Gardena city, Inglewood CCD, Los Angeles County, California","Census Tract 6034, Gardena city, Inglewood CCD, Los Angeles County, California",06,037,603400,1593,1166.0,1.14,1500,1256.0,6.33,-0.0583804143126177,0.07718696397941681,5.19
614,06037603500,"Census Tract 6035, Gardena city, Inglewood CCD, Los Angeles County, California","Census Tract 6035, Gardena city, Inglewood CCD, Los Angeles County, California",06,037,603500,980,1038.0,4.87,933,1726.0,1.39,-0.04795918367346939,0.6628131021194605,-3.4800000000000004
615,06037603600,"Census Tract 6036, Gardena city, Inglewood CCD, Los Angeles County, California","Census Tract 6036, Gardena city, Inglewood CCD, Los Angeles County, California",06,037,603600,1438,1743.0,0.69,1404,1774.0,3.16,-0.02364394993045897,0.01778542742398164,2.47
617,06037600502,"Census Tract 6005.02 (part), Inglewood city (part), Inglewood CCD, Los Angeles County, California","Census Tract 6005.02 (part), Inglewood city (part), Inglewood CCD, Los Angeles County, California",06,037,600502,672,1322.0,0.0,660,1285.0,10.95,-0.017857142857142856,-0.02798789712556732,10.95
619,06037601600,"Census Tract 6016 (part), Lennox CDP, Inglewood CCD, Los Angeles County, California","Census Tract 6016 (part), Lennox CDP, Inglewood CCD, Los Angeles County, California",06,037,601600,1049,1100.0,10.15,1085,1072.0,12.76,0.034318398474737846,-0.025454545454545455,2.6099999999999994
621,06037601700,"Census Tract 6017 (part), Inglewood city (part), Inglewood CCD, Los Angeles County, California","Census Tract 6017 (part), Inglewood city (part), Inglewood CCD, Los Angeles County, California",06,037,601700,210,927.0,37.13,1389,1183.0,2.67,5.614285714285714,0.2761596548004315,-34.46
622,06037601700,"Census Tract 6017 (part), Lennox CDP, Inglewood CCD, Los Angeles County, California","Census Tract 6017 (part), Lennox CDP, Inglewood CCD, Los Angeles County, California",06,037,601700,1164,1120.0,13.96,1389,1183.0,2.67,0.19329896907216496,0.05625,-11.290000000000001
623,06037602002,"Census Tract 6020.02, Hawthorne city, Inglewood CCD, Los Angeles County, California","Census Tract 6020.02, Hawthorne city, Inglewood CCD, Los Angeles County, California",06,037,602002,916,1256.0,8.02,862,1197.0,5.46,-0.05895196506550218,-0.046974522292993634,-2.5599999999999996
624,06037602103,"Census Tract 6021.03, Hawthorne city, Inglewood CCD, Los Angeles County, California","Census Tract 6021.03, Hawthorne city, Inglewood CCD, Los Angeles County, California",06,037,602103,2291,1136.0,16.22,2210,1145.0,6.87,-0.03535573985159319,0.007922535211267605,-9.349999999999998
625,06037602104,"Census Tract 6021.04 (part), Hawthorne city, Inglewood CCD, Los Angeles County, California","Census Tract 6021.04 (part), Hawthorne city, Inglewood CCD, Los Angeles County, California",06,037,602104,1815,1135.0,5.71,1725,1207.0,12.63,-0.049586776859504134,0.06343612334801763,6.920000000000001
627,06037602105,"Census Tract 6021.05, Hawthorne city, Inglewood CCD, Los Angeles County, California","Census Tract 6021.05, Hawthorne city, Inglewood CCD, Los Angeles County, California",06,037,602105,1387,1247.0,9.28,1353,1208.0,5.7,-0.024513338139870222,-0.03127506014434643,-3.579999999999999
628,06037602106,"Census Tract 6021.06, Hawthorne city, Inglewood CCD, Los Angeles County, California","Census Tract 6021.06, Hawthorne city, Inglewood CCD, Los Angeles County, California",06,037,602106,2262,1078.0,3.43,2122,1086.0,8.05,-0.0618921308576481,0.0074211502782931356,4.620000000000001
629,06037602302,"Census Tract 6023.02, Hawthorne city, Inglewood CCD, Los Angeles County, California","Census Tract 6023.02, Hawthorne city, Inglewood CCD, Los Angeles County, California",06,037,602302,1237,1909.0,4.65,1911,2732.0,1.78,0.5448666127728375,0.4311157674174961,-2.87
630,06037602402,"Census Tract 6024.02, Hawthorne city, Inglewood CCD, Los Angeles County, California","Census Tract 6024.02, Hawthorne city, Inglewood CCD, Los Angeles County, California",06,037,602402,2211,1136.0,1.3,2211,1417.0,8.06,0.0,0.24735915492957747,6.760000000000001
631,06037602403,"Census Tract 6024.03, Hawthorne city, Inglewood CCD, Los Angeles County, California","Census Tract 6024.03, Hawthorne city, Inglewood CCD, Los Angeles County, California",06,037,602403,1833,1144.0,6.86,1724,1194.0,11.66,-0.05946535733769776,0.043706293706293704,4.8
632,06037602404,"Census Tract 6024.04, Hawthorne city, Inglewood CCD, Los Angeles County, California","Census Tract 6024.04, Hawthorne city, Inglewood CCD, Los Angeles County, California",06,037,602404,2052,1196.0,7.3,2008,1259.0,4.55,-0.021442495126705652,0.052675585284280936,-2.75
633,06037602504,"Census Tract 6025.04, Hawthorne city, Inglewood CCD, Los Angeles County, California","Census Tract 6025.04, Hawthorne city, Inglewood CCD, Los Angeles County, California",06,037,602504,1833,1113.0,2.26,1799,1141.0,6.39,-0.018548827059465357,0.025157232704402517,4.13
634,06037602505,"Census Tract 6025.05, Hawthorne city, Inglewood CCD, Los Angeles County, California","Census Tract 6025.05, Hawthorne city, Inglewood CCD, Los Angeles County, California",06,037,602505,1764,1081.0,17.85,1696,1115.0,10.78,-0.03854875283446712,0.03145235892691952,-7.070000000000002
635,06037602506,"Census Tract 6025.06, Hawthorne city, Inglewood CCD, Los Angeles County, California","Census Tract 6025.06, Hawthorne city, Inglewood CCD, Los Angeles County, California",06,037,602506,1802,1131.0,6.5,1808,1170.0,8.78,0.003329633740288568,0.034482758620689655,2.2799999999999994
636,06037602507,"Census Tract 6025.07, Hawthorne city, Inglewood CCD, Los Angeles County, California","Census Tract 6025.07, Hawthorne city, Inglewood CCD, Los Angeles County, California",06,037,602507,1804,1032.0,6.26,1805,1168.0,10.23,0.0005543237250554324,0.13178294573643412,3.9700000000000006
637,06037602508,"Census Tract 6025.08, Hawthorne city, Inglewood CCD, Los Angeles County, California","Census Tract 6025.08, Hawthorne city, Inglewood CCD, Los Angeles County, California",06,037,602508,2560,1038.0,17.42,2487,1185.0,4.62,-0.028515625,0.1416184971098266,-12.8
638,06037602509,"Census Tract 6025.09 (part), Hawthorne city, Inglewood CCD, Los Angeles County, California","Census Tract 6025.09 (part), Hawthorne city, Inglewood CCD, Los Angeles County, California",06,037,602509,546,1272.0,1.99,1181,1246.0,3.21,1.163003663003663,-0.020440251572327043,1.22
639,06037602509,"Census Tract 6025.09 (part), Remainder of Inglewood CCD, Inglewood CCD, Los Angeles County, California","Census Tract 6025.09 (part), Remainder of Inglewood CCD, Inglewood CCD, Los Angeles County, California",06,037,602509,617,1378.0,6.16,1181,1246.0,3.21,0.9141004862236629,-0.09579100145137881,-2.95
640,06037602700,"Census Tract 6027 (part), Hawthorne city, Inglewood CCD, Los Angeles County, California","Census Tract 6027 (part), Hawthorne city, Inglewood CCD, Los Angeles County, California",06,037,602700,869,1924.0,7.82,1307,1596.0,1.89,0.5040276179516686,-0.1704781704781705,-5.930000000000001
642,06037602700,"Census Tract 6027 (part), West Athens CDP, Inglewood CCD, Los Angeles County, California","Census Tract 6027 (part), West Athens CDP, Inglewood CCD, Los Angeles County, California",06,037,602700,245,1443.0,3.69,1307,1596.0,1.89,4.33469387755102,0.10602910602910603,-1.8
644,06037603703,"Census Tract 6037.03, Hawthorne city, Inglewood CCD, Los Angeles County, California","Census Tract 6037.03, Hawthorne city, Inglewood CCD, Los Angeles County, California",06,037,603703,800,1751.0,0.45,813,2050.0,0.96,0.01625,0.17075956596230726,0.51
646,06037603900,"Census Tract 6039 (part), Lawndale city, Inglewood CCD, Los Angeles County, California","Census Tract 6039 (part), Lawndale city, Inglewood CCD, Los Angeles County, California",06,037,603900,2519,1322.0,4.17,2495,1241.0,4.0,-0.009527590313616514,-0.06127080181543117,-0.16999999999999993
647,06037600501,"Census Tract 6005.01, Inglewood city (part), Inglewood CCD, Los Angeles County, California","Census Tract 6005.01, Inglewood city (part), Inglewood CCD, Los Angeles County, California",06,037,600501,972,1120.0,9.14,938,1280.0,13.32,-0.03497942386831276,0.14285714285714285,4.18
648,06037600601,"Census Tract 6006.01, Inglewood city (part), Inglewood CCD, Los Angeles County, California","Census Tract 6006.01, Inglewood city (part), Inglewood CCD, Los Angeles County, California",06,037,600601,1019,1152.0,0.0,972,1435.0,4.04,-0.04612365063788027,0.2456597222222222,4.04
649,06037600602,"Census Tract 6006.02, Inglewood city (part), Inglewood CCD, Los Angeles County, California","Census Tract 6006.02, Inglewood city (part), Inglewood CCD, Los Angeles County, California",06,037,600602,840,1117.0,15.25,771,1198.0,23.15,-0.08214285714285714,0.07251566696508505,7.899999999999999
650,06037600702,"Census Tract 6007.02, Inglewood city (part), Inglewood CCD, Los Angeles County, California","Census Tract 6007.02, Inglewood city (part), Inglewood CCD, Los Angeles County, California",06,037,600702,1300,1499.0,4.5,1460,1386.0,3.11,0.12307692307692308,-0.07538358905937291,-1.3900000000000001
651,06037600703,"Census Tract 6007.03, Inglewood city (part), Inglewood CCD, Los Angeles County, California","Census Tract 6007.03, Inglewood city (part), Inglewood CCD, Los Angeles County, California",06,037,600703,1004,,0.0,998,2061.0,2.1,-0.00597609561752988,,2.1
652,06037600704,"Census Tract 6007.04, Inglewood city (part), Inglewood CCD, Los Angeles County, California","Census Tract 6007.04, Inglewood city (part), Inglewood CCD, Los Angeles County, California",06,037,600704,1276,1312.0,7.01,1283,1497.0,3.13,0.0054858934169279,0.1410060975609756,-3.88
653,06037600801,"Census Tract 6008.01, Inglewood city (part), Inglewood CCD, Los Angeles County, California","Census Tract 6008.01, Inglewood city (part), Inglewood CCD, Los Angeles County, California",06,037,600801,1297,1241.0,2.73,1307,1565.0,4.08,0.007710100231303007,0.2610797743755036,1.35
654,06037600802,"Census Tract 6008.02, Inglewood city (part), Inglewood CCD, Los Angeles County, California","Census Tract 6008.02, Inglewood city (part), Inglewood CCD, Los Angeles County, California",06,037,600802,1229,1071.0,0.71,1202,1377.0,8.04,-0.021969080553295363,0.2857142857142857,7.329999999999999
655,06037600902,"Census Tract 6009.02, Inglewood city (part), Inglewood CCD, Los Angeles County, California","Census Tract 6009.02, Inglewood city (part), Inglewood CCD, Los Angeles County, California",06,037,600902,2732,1084.0,8.69,2629,1088.0,7.18,-0.037701317715959005,0.0036900369003690036,-1.5099999999999998
656,06037600911,"Census Tract 6009.11, Inglewood city (part), Inglewood CCD, Los Angeles County, California","Census Tract 6009.11, Inglewood city (part), Inglewood CCD, Los Angeles County, California",06,037,600911,1190,1278.0,6.75,1172,1227.0,2.99,-0.015126050420168067,-0.03990610328638498,-3.76
657,06037600912,"Census Tract 6009.12, Inglewood city (part), Inglewood CCD, Los Angeles County, California","Census Tract 6009.12, Inglewood city (part), Inglewood CCD, Los Angeles County, California",06,037,600912,1573,1101.0,12.44,1505,1241.0,2.51,-0.04322949777495232,0.1271571298819255,-9.93
658,06037601001,"Census Tract 6010.01, Inglewood city (part), Inglewood CCD, Los Angeles County, California","Census Tract 6010.01, Inglewood city (part), Inglewood CCD, Los Angeles County, California",06,037,601001,1217,1056.0,3.49,1141,1076.0,11.08,-0.062448644207066556,0.01893939393939394,7.59
659,06037601002,"Census Tract 6010.02, Inglewood city (part), Inglewood CCD, Los Angeles County, California","Census Tract 6010.02, Inglewood city (part), Inglewood CCD, Los Angeles County, California",06,037,601002,2176,1122.0,10.44,2145,1252.0,7.76,-0.014246323529411764,0.11586452762923351,-2.6799999999999997
660,06037601100,"Census Tract 6011, Inglewood city (part), Inglewood CCD, Los Angeles County, California","Census Tract 6011, Inglewood city (part), Inglewood CCD, Los Angeles County, California",06,037,601100,2192,1114.0,8.78,2205,1258.0,11.09,0.005930656934306569,0.12926391382405744,2.3100000000000005
661,06037601202,"Census Tract 6012.02, Inglewood city (part), Inglewood CCD, Los Angeles County, California","Census Tract 6012.02, Inglewood city (part), Inglewood CCD, Los Angeles County, California",06,037,601202,1064,1026.0,7.34,1042,1196.0,6.11,-0.020676691729323307,0.16569200779727095,-1.2299999999999995
662,06037601211,"Census Tract 6012.11, Inglewood city (part), Inglewood CCD, Los Angeles County, California","Census Tract 6012.11, Inglewood city (part), Inglewood CCD, Los Angeles County, California",06,037,601211,1149,1218.0,9.43,1104,1235.0,9.62,-0.0391644908616188,0.013957307060755337,0.1899999999999995
663,06037601212,"Census Tract 6012.12, Inglewood city (part), Inglewood CCD, Los Angeles County, California","Census Tract 6012.12, Inglewood city (part), Inglewood CCD, Los Angeles County, California",06,037,601212,2111,1079.0,6.81,2117,1207.0,3.67,0.0028422548555187117,0.11862835959221502,-3.1399999999999997
664,06037601301,"Census Tract 6013.01, Inglewood city (part), Inglewood CCD, Los Angeles County, California","Census Tract 6013.01, Inglewood city (part), Inglewood CCD, Los Angeles County, California",06,037,601301,794,1502.0,2.75,795,1633.0,8.11,0.0012594458438287153,0.08721704394141146,5.359999999999999
665,06037601302,"Census Tract 6013.02 (part), Inglewood city (part), Inglewood CCD, Los Angeles County, California","Census Tract 6013.02 (part), Inglewood city (part), Inglewood CCD, Los Angeles County, California",06,037,601302,3141,1258.0,8.18,3045,1324.0,6.48,-0.030563514804202482,0.05246422893481717,-1.6999999999999993
667,06037601303,"Census Tract 6013.03, Inglewood city (part), Inglewood CCD, Los Angeles County, California","Census Tract 6013.03, Inglewood city (part), Inglewood CCD, Los Angeles County, California",06,037,601303,2206,1155.0,11.52,2193,1360.0,9.64,-0.0058930190389845875,0.1774891774891775,-1.879999999999999
668,06037601401,"Census Tract 6014.01, Inglewood city (part), Inglewood CCD, Los Angeles County, California","Census Tract 6014.01, Inglewood city (part), Inglewood CCD, Los Angeles County, California",06,037,601401,1549,1140.0,4.33,1792,1200.0,10.02,0.15687540348612009,0.05263157894736842,5.6899999999999995
669,06037601402,"Census Tract 6014.02, Inglewood city (part), Inglewood CCD, Los Angeles County, California","Census Tract 6014.02, Inglewood city (part), Inglewood CCD, Los Angeles County, California",06,037,601402,1405,1034.0,4.61,1276,1274.0,2.91,-0.09181494661921709,0.23210831721470018,-1.7000000000000002
671,06037601501,"Census Tract 6015.01 (part), Lennox CDP, Inglewood CCD, Los Angeles County, California","Census Tract 6015.01 (part), Lennox CDP, Inglewood CCD, Los Angeles County, California",06,037,601501,1036,957.0,8.52,1104,1122.0,4.99,0.06563706563706563,0.1724137931034483,-3.5299999999999994
672,06037601801,"Census Tract 6018.01 (part), Inglewood city (part), Inglewood CCD, Los Angeles County, California","Census Tract 6018.01 (part), Inglewood city (part), Inglewood CCD, Los Angeles County, California",06,037,601801,513,986.0,6.46,855,1130.0,9.33,0.6666666666666666,0.1460446247464503,2.87
673,06037601801,"Census Tract 6018.01 (part), Lennox CDP, Inglewood CCD, Los Angeles County, California","Census Tract 6018.01 (part), Lennox CDP, Inglewood CCD, Los Angeles County, California",06,037,601801,340,1371.0,23.74,855,1130.0,9.33,1.5147058823529411,-0.17578409919766594,-14.409999999999998
675,06037601802,"Census Tract 6018.02 (part), Lennox CDP, Inglewood CCD, Los Angeles County, California","Census Tract 6018.02 (part), Lennox CDP, Inglewood CCD, Los Angeles County, California",06,037,601802,999,1085.0,8.63,1055,1104.0,7.78,0.056056056056056056,0.017511520737327188,-0.8500000000000005
676,06037601900,"Census Tract 6019, Inglewood city (part), Inglewood CCD, Los Angeles County, California","Census Tract 6019, Inglewood city (part), Inglewood CCD, Los Angeles County, California",06,037,601900,1418,1184.0,10.67,1322,1223.0,2.9,-0.06770098730606489,0.032939189189189186,-7.77
677,06037602003,"Census Tract 6020.03, Inglewood city (part), Inglewood CCD, Los Angeles County, California","Census Tract 6020.03, Inglewood city (part), Inglewood CCD, Los Angeles County, California",06,037,602003,1321,1181.0,12.18,1321,1369.0,2.2,0.0,0.15918712955122777,-9.98
678,06037602004,"Census Tract 6020.04, Inglewood city (part), Inglewood CCD, Los Angeles County, California","Census Tract 6020.04, Inglewood city (part), Inglewood CCD, Los Angeles County, California",06,037,602004,1090,1222.0,8.12,1089,1540.0,10.45,-0.0009174311926605505,0.2602291325695581,2.33
679,06037603801,"Census Tract 6038.01, Lawndale city, Inglewood CCD, Los Angeles County, California","Census Tract 6038.01, Lawndale city, Inglewood CCD, Los Angeles County, California",06,037,603801,1487,1345.0,6.89,1536,1368.0,1.8,0.03295225285810356,0.017100371747211896,-5.09
680,06037603802,"Census Tract 6038.02, Lawndale city, Inglewood CCD, Los Angeles County, California","Census Tract 6038.02, Lawndale city, Inglewood CCD, Los Angeles County, California",06,037,603802,1223,1521.0,8.54,1186,1399.0,3.07,-0.03025347506132461,-0.08021038790269559,-5.469999999999999
681,06037604001,"Census Tract 6040.01, Lawndale city, Inglewood CCD, Los Angeles County, California","Census Tract 6040.01, Lawndale city, Inglewood CCD, Los Angeles County, California",06,037,604001,1385,1574.0,0.29,1352,1639.0,4.21,-0.023826714801444042,0.041296060991105464,3.92
682,06037604002,"Census Tract 6040.02, Lawndale city, Inglewood CCD, Los Angeles County, California","Census Tract 6040.02, Lawndale city, Inglewood CCD, Los Angeles County, California",06,037,604002,1664,1635.0,1.69,1677,1419.0,4.57,0.0078125,-0.13211009174311927,2.8800000000000003
683,06037604100,"Census Tract 6041, Lawndale city, Inglewood CCD, Los Angeles County, California","Census Tract 6041, Lawndale city, Inglewood CCD, Los Angeles County, California",06,037,604100,2098,1452.0,0.66,2126,1536.0,4.63,0.01334604385128694,0.05785123966942149,3.9699999999999998
684,06037601502,"Census Tract 6015.02, Lennox CDP, Inglewood CCD, Los Angeles County, California","Census Tract 6015.02, Lennox CDP, Inglewood CCD, Los Angeles County, California",06,037,601502,869,1115.0,12.46,936,1191.0,5.67,0.07710011507479862,0.06816143497757847,-6.790000000000001
685,06037602801,"Census Tract 6028.01, West Athens CDP, Inglewood CCD, Los Angeles County, California","Census Tract 6028.01, West Athens CDP, Inglewood CCD, Los Angeles County, California",06,037,602801,1178,998.0,17.1,1210,1112.0,16.73,0.027164685908319185,0.11422845691382766,-0.370000000000001
686,06037602802,"Census Tract 6028.02, West Athens CDP, Inglewood CCD, Los Angeles County, California","Census Tract 6028.02, West Athens CDP, Inglewood CCD, Los Angeles County, California",06,037,602802,1318,1174.0,9.37,1443,1258.0,6.34,0.09484066767830046,0.07155025553662692,-3.0299999999999994
687,06037600100,"Census Tract 6001, Westmont CDP, Inglewood CCD, Los Angeles County, California","Census Tract 6001, Westmont CDP, Inglewood CCD, Los Angeles County, California",06,037,600100,2162,1054.0,5.41,2292,1074.0,11.12,0.060129509713228495,0.018975332068311195,5.709999999999999
688,06037600201,"Census Tract 6002.01, Westmont CDP, Inglewood CCD, Los Angeles County, California","Census Tract 6002.01, Westmont CDP, Inglewood CCD, Los Angeles County, California",06,037,600201,1298,987.0,15.3,1490,1219.0,11.42,0.14791987673343607,0.23505572441742653,-3.880000000000001
689,06037600202,"Census Tract 6002.02, Westmont CDP, Inglewood CCD, Los Angeles County, California","Census Tract 6002.02, Westmont CDP, Inglewood CCD, Los Angeles County, California",06,037,600202,2195,1041.0,13.15,2308,1138.0,14.07,0.05148063781321185,0.09317963496637849,0.9199999999999999
690,06037600302,"Census Tract 6003.02, Westmont CDP, Inglewood CCD, Los Angeles County, California","Census Tract 6003.02, Westmont CDP, Inglewood CCD, Los Angeles County, California",06,037,600302,1149,1251.0,13.49,1185,1200.0,7.86,0.031331592689295036,-0.0407673860911271,-5.63
691,06037600303,"Census Tract 6003.03, Westmont CDP, Inglewood CCD, Los Angeles County, California","Census Tract 6003.03, Westmont CDP, Inglewood CCD, Los Angeles County, California",06,037,600303,1255,965.0,6.5,1309,1068.0,15.82,0.04302788844621514,0.10673575129533679,9.32
692,06037600304,"Census Tract 6003.04, Westmont CDP, Inglewood CCD, Los Angeles County, California","Census Tract 6003.04, Westmont CDP, Inglewood CCD, Los Angeles County, California",06,037,600304,1062,1040.0,26.85,1183,982.0,7.77,0.11393596986817325,-0.05576923076923077,-19.080000000000002
693,06037600400,"Census Tract 6004, Westmont CDP, Inglewood CCD, Los Angeles County, California","Census Tract 6004, Westmont CDP, Inglewood CCD, Los Angeles County, California",06,037,600400,1572,1228.0,2.71,1618,1215.0,1.16,0.029262086513994912,-0.010586319218241042,-1.55
694,06037555102,"Census Tract 5551.02 (part), Hawaiian Gardens city, Long Beach-Lakewood CCD, Los Angeles County, California","Census Tract 5551.02 (part), Hawaiian Gardens city, Long Beach-Lakewood CCD, Los Angeles County, California",06,037,555102,656,1229.0,1.9,2025,1328.0,6.87,2.086890243902439,0.080553295362083,4.970000000000001
695,06037555102,"Census Tract 5551.02 (part), Lakewood city, Long Beach-Lakewood CCD, Los Angeles County, California","Census Tract 5551.02 (part), Lakewood city, Long Beach-Lakewood CCD, Los Angeles County, California",06,037,555102,1330,1491.0,3.07,2025,1328.0,6.87,0.5225563909774437,-0.10932260228034876,3.8000000000000003
696,06037555104,"Census Tract 5551.04 (part), Hawaiian Gardens city, Long Beach-Lakewood CCD, Los Angeles County, California","Census Tract 5551.04 (part), Hawaiian Gardens city, Long Beach-Lakewood CCD, Los Angeles County, California",06,037,555104,431,1339.0,0.0,1414,1356.0,3.17,2.280742459396752,0.012696041822255415,3.17
697,06037555104,"Census Tract 5551.04 (part), Lakewood city, Long Beach-Lakewood CCD, Los Angeles County, California","Census Tract 5551.04 (part), Lakewood city, Long Beach-Lakewood CCD, Los Angeles County, California",06,037,555104,953,1761.0,0.95,1414,1356.0,3.17,0.4837355718782791,-0.22998296422487224,2.2199999999999998
698,06037555211,"Census Tract 5552.11, Hawaiian Gardens city, Long Beach-Lakewood CCD, Los Angeles County, California","Census Tract 5552.11, Hawaiian Gardens city, Long Beach-Lakewood CCD, Los Angeles County, California",06,037,555211,1471,1091.0,3.43,1447,1298.0,0.58,-0.016315431679129844,0.18973418881759854,-2.85
699,06037555212,"Census Tract 5552.12, Hawaiian Gardens city, Long Beach-Lakewood CCD, Los Angeles County, California","Census Tract 5552.12, Hawaiian Gardens city, Long Beach-Lakewood CCD, Los Angeles County, California",06,037,555212,1380,1312.0,3.16,1314,1501.0,0.0,-0.04782608695652174,0.14405487804878048,-3.16
700,06037555001,"Census Tract 5550.01, Lakewood city, Long Beach-Lakewood CCD, Los Angeles County, California","Census Tract 5550.01, Lakewood city, Long Beach-Lakewood CCD, Los Angeles County, California",06,037,555001,1570,1495.0,2.93,1573,1634.0,3.71,0.001910828025477707,0.09297658862876254,0.7799999999999998
