Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_A18009_001,SE_A09005_001,SE_A09005_002,SE_A09005_009,SE_A09005_010,SE_A09005_003,SE_A09005_004,SE_A09005_005,SE_A09005_006,SE_A09005_007,SE_A09005_008,PCT_SE_A09005_002,PCT_SE_A09005_009,PCT_SE_A09005_010,PCT_SE_A09005_003,PCT_SE_A09005_004,PCT_SE_A09005_005,PCT_SE_A09005_006,PCT_SE_A09005_007,PCT_SE_A09005_008
"06037113231","14000US06037113231","Census Tract 1132.31","Census Tract 1132.31, Los Angeles County, California","ca","140","00","ACSSF","0003960",,,,,"06","037",,,,"113231",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2438,1089,974,939,35,4,0,0,0,17,94,89.44,86.23,3.21,0.37,0,0,0,1.56,8.63
"06037113232","14000US06037113232","Census Tract 1132.32","Census Tract 1132.32, Los Angeles County, California","ca","140","00","ACSSF","0003961",,,,,"06","037",,,,"113232",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3073,2150,1839,1758,81,55,0,0,19,10,227,85.53,81.77,3.77,2.56,0,0,0.88,0.47,10.56
"06037113233","14000US06037113233","Census Tract 1132.33","Census Tract 1132.33, Los Angeles County, California","ca","140","00","ACSSF","0003962",,,,,"06","037",,,,"113233",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1232,4479,3700,3125,575,458,0,82,24,0,215,82.61,69.77,12.84,10.23,0,1.83,0.54,0,4.8
"06037113234","14000US06037113234","Census Tract 1132.34","Census Tract 1132.34, Los Angeles County, California","ca","140","00","ACSSF","0003963",,,,,"06","037",,,,"113234",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1313,2216,1802,1554,248,186,0,0,74,64,90,81.32,70.13,11.19,8.39,0,0,3.34,2.89,4.06
"06037113235","14000US06037113235","Census Tract 1132.35","Census Tract 1132.35, Los Angeles County, California","ca","140","00","ACSSF","0003964",,,,,"06","037",,,,"113235",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2107,947,801,667,134,0,5,0,22,34,85,84.58,70.43,14.15,0,0.53,0,2.32,3.59,8.98
"06037113237","14000US06037113237","Census Tract 1132.37","Census Tract 1132.37, Los Angeles County, California","ca","140","00","ACSSF","0003965",,,,,"06","037",,,,"113237",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1871,1870,1485,1396,89,31,0,0,0,171,183,79.41,74.65,4.76,1.66,0,0,0,9.14,9.79
"06037113301","14000US06037113301","Census Tract 1133.01","Census Tract 1133.01, Los Angeles County, California","ca","140","00","ACSSF","0003966",,,,,"06","037",,,,"113301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2318,1292,1159,991,168,35,0,0,17,10,71,89.71,76.7,13,2.71,0,0,1.32,0.77,5.5
"06037113303","14000US06037113303","Census Tract 1133.03","Census Tract 1133.03, Los Angeles County, California","ca","140","00","ACSSF","0003967",,,,,"06","037",,,,"113303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,877,2094,1755,1478,277,69,0,15,7,70,178,83.81,70.58,13.23,3.3,0,0.72,0.33,3.34,8.5
"06037113321","14000US06037113321","Census Tract 1133.21","Census Tract 1133.21, Los Angeles County, California","ca","140","00","ACSSF","0003968",,,,,"06","037",,,,"113321",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1626,3451,3030,2696,334,38,0,46,92,90,155,87.8,78.12,9.68,1.1,0,1.33,2.67,2.61,4.49
"06037113322","14000US06037113322","Census Tract 1133.22","Census Tract 1133.22, Los Angeles County, California","ca","140","00","ACSSF","0003969",,,,,"06","037",,,,"113322",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2091,2264,1902,1761,141,45,0,0,27,78,212,84.01,77.78,6.23,1.99,0,0,1.19,3.45,9.36
"06037113401","14000US06037113401","Census Tract 1134.01","Census Tract 1134.01, Los Angeles County, California","ca","140","00","ACSSF","0003970",,,,,"06","037",,,,"113401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1565,3107,2767,2420,347,111,0,23,26,35,145,89.06,77.89,11.17,3.57,0,0.74,0.84,1.13,4.67
"06037113421","14000US06037113421","Census Tract 1134.21","Census Tract 1134.21, Los Angeles County, California","ca","140","00","ACSSF","0003971",,,,,"06","037",,,,"113421",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1628,3524,2965,2684,281,297,18,13,49,34,148,84.14,76.16,7.97,8.43,0.51,0.37,1.39,0.96,4.2
"06037113422","14000US06037113422","Census Tract 1134.22","Census Tract 1134.22, Los Angeles County, California","ca","140","00","ACSSF","0003972",,,,,"06","037",,,,"113422",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1564,3443,3055,2575,480,94,17,0,17,101,159,88.73,74.79,13.94,2.73,0.49,0,0.49,2.93,4.62
"06037115101","14000US06037115101","Census Tract 1151.01","Census Tract 1151.01, Los Angeles County, California","ca","140","00","ACSSF","0003973",,,,,"06","037",,,,"115101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2406,2400,2185,2055,130,35,0,0,0,56,124,91.04,85.62,5.42,1.46,0,0,0,2.33,5.17
"06037115103","14000US06037115103","Census Tract 1151.03","Census Tract 1151.03, Los Angeles County, California","ca","140","00","ACSSF","0003974",,,,,"06","037",,,,"115103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1674,1161,464,430,34,97,0,24,480,35,61,39.97,37.04,2.93,8.35,0,2.07,41.34,3.01,5.25
"06037115104","14000US06037115104","Census Tract 1151.04","Census Tract 1151.04, Los Angeles County, California","ca","140","00","ACSSF","0003975",,,,,"06","037",,,,"115104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1578,2583,1899,1799,100,141,9,87,240,50,157,73.52,69.65,3.87,5.46,0.35,3.37,9.29,1.94,6.08
"06037115201","14000US06037115201","Census Tract 1152.01","Census Tract 1152.01, Los Angeles County, California","ca","140","00","ACSSF","0003976",,,,,"06","037",,,,"115201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1570,3740,2868,2572,296,188,0,68,467,52,97,76.68,68.77,7.91,5.03,0,1.82,12.49,1.39,2.59
"06037115202","14000US06037115202","Census Tract 1152.02","Census Tract 1152.02, Los Angeles County, California","ca","140","00","ACSSF","0003977",,,,,"06","037",,,,"115202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1481,3216,2755,2546,209,79,0,14,173,54,141,85.67,79.17,6.5,2.46,0,0.44,5.38,1.68,4.38
"06037115301","14000US06037115301","Census Tract 1153.01","Census Tract 1153.01, Los Angeles County, California","ca","140","00","ACSSF","0003978",,,,,"06","037",,,,"115301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1788,2131,1765,1598,167,119,0,31,27,51,138,82.82,74.99,7.84,5.58,0,1.45,1.27,2.39,6.48
"06037115302","14000US06037115302","Census Tract 1153.02","Census Tract 1153.02, Los Angeles County, California","ca","140","00","ACSSF","0003979",,,,,"06","037",,,,"115302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1396,1913,1458,1279,179,195,0,32,68,81,79,76.22,66.86,9.36,10.19,0,1.67,3.55,4.23,4.13
"06037115401","14000US06037115401","Census Tract 1154.01","Census Tract 1154.01, Los Angeles County, California","ca","140","00","ACSSF","0003980",,,,,"06","037",,,,"115401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1291,2969,2563,2260,303,127,5,0,50,102,122,86.33,76.12,10.21,4.28,0.17,0,1.68,3.44,4.11
"06037115403","14000US06037115403","Census Tract 1154.03","Census Tract 1154.03, Los Angeles County, California","ca","140","00","ACSSF","0003981",,,,,"06","037",,,,"115403",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1256,1711,1380,1194,186,143,0,14,34,55,85,80.65,69.78,10.87,8.36,0,0.82,1.99,3.21,4.97
"06037115404","14000US06037115404","Census Tract 1154.04","Census Tract 1154.04, Los Angeles County, California","ca","140","00","ACSSF","0003982",,,,,"06","037",,,,"115404",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1387,1406,1057,965,92,110,1,0,14,125,99,75.18,68.63,6.54,7.82,0.07,0,1,8.89,7.04
"06037117101","14000US06037117101","Census Tract 1171.01","Census Tract 1171.01, Los Angeles County, California","ca","140","00","ACSSF","0003983",,,,,"06","037",,,,"117101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1398,2624,2267,1852,415,147,0,2,49,68,91,86.39,70.58,15.82,5.6,0,0.08,1.87,2.59,3.47
"06037117102","14000US06037117102","Census Tract 1171.02","Census Tract 1171.02, Los Angeles County, California","ca","140","00","ACSSF","0003984",,,,,"06","037",,,,"117102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1655,1389,1264,1141,123,41,0,0,10,17,57,91,82.15,8.86,2.95,0,0,0.72,1.22,4.1
"06037117201","14000US06037117201","Census Tract 1172.01","Census Tract 1172.01, Los Angeles County, California","ca","140","00","ACSSF","0003985",,,,,"06","037",,,,"117201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1160,1780,1508,1376,132,126,0,0,17,117,12,84.72,77.3,7.42,7.08,0,0,0.96,6.57,0.67
"06037117202","14000US06037117202","Census Tract 1172.02","Census Tract 1172.02, Los Angeles County, California","ca","140","00","ACSSF","0003986",,,,,"06","037",,,,"117202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1098,985,884,101,17,0,0,0,51,45,89.71,80.51,9.2,1.55,0,0,0,4.64,4.1
"06037117301","14000US06037117301","Census Tract 1173.01","Census Tract 1173.01, Los Angeles County, California","ca","140","00","ACSSF","0003987",,,,,"06","037",,,,"117301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2922,2072,1808,1662,146,90,9,0,0,13,152,87.26,80.21,7.05,4.34,0.43,0,0,0.63,7.34
"06037117302","14000US06037117302","Census Tract 1173.02","Census Tract 1173.02, Los Angeles County, California","ca","140","00","ACSSF","0003988",,,,,"06","037",,,,"117302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1750,2408,2087,1864,223,108,0,0,8,48,157,86.67,77.41,9.26,4.49,0,0,0.33,1.99,6.52
"06037117303","14000US06037117303","Census Tract 1173.03","Census Tract 1173.03, Los Angeles County, California","ca","140","00","ACSSF","0003989",,,,,"06","037",,,,"117303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1901,1685,1465,1372,93,73,0,3,22,39,83,86.94,81.42,5.52,4.33,0,0.18,1.31,2.31,4.93
"06037117404","14000US06037117404","Census Tract 1174.04","Census Tract 1174.04, Los Angeles County, California","ca","140","00","ACSSF","0003990",,,,,"06","037",,,,"117404",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1935,2410,2058,1773,285,77,0,0,0,79,196,85.39,73.57,11.83,3.2,0,0,0,3.28,8.13
"06037117405","14000US06037117405","Census Tract 1174.05","Census Tract 1174.05, Los Angeles County, California","ca","140","00","ACSSF","0003991",,,,,"06","037",,,,"117405",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1247,1652,1300,1233,67,208,0,0,54,84,6,78.69,74.64,4.06,12.59,0,0,3.27,5.08,0.36
"06037117407","14000US06037117407","Census Tract 1174.07","Census Tract 1174.07, Los Angeles County, California","ca","140","00","ACSSF","0003992",,,,,"06","037",,,,"117407",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1209,1499,1026,870,156,242,0,11,84,102,34,68.45,58.04,10.41,16.14,0,0.73,5.6,6.8,2.27
"06037117408","14000US06037117408","Census Tract 1174.08","Census Tract 1174.08, Los Angeles County, California","ca","140","00","ACSSF","0003993",,,,,"06","037",,,,"117408",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1128,1384,1090,934,156,149,0,0,37,108,0,78.76,67.49,11.27,10.77,0,0,2.67,7.8,0
"06037117510","14000US06037117510","Census Tract 1175.10","Census Tract 1175.10, Los Angeles County, California","ca","140","00","ACSSF","0003994",,,,,"06","037",,,,"117510",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1344,1749,1368,1133,235,279,0,0,41,36,25,78.22,64.78,13.44,15.95,0,0,2.34,2.06,1.43
"06037117520","14000US06037117520","Census Tract 1175.20","Census Tract 1175.20, Los Angeles County, California","ca","140","00","ACSSF","0003995",,,,,"06","037",,,,"117520",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1210,1839,1472,1226,246,288,0,0,41,27,11,80.04,66.67,13.38,15.66,0,0,2.23,1.47,0.6
"06037117530","14000US06037117530","Census Tract 1175.30","Census Tract 1175.30, Los Angeles County, California","ca","140","00","ACSSF","0003996",,,,,"06","037",,,,"117530",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1319,3323,2852,2414,438,253,0,14,84,66,54,85.83,72.65,13.18,7.61,0,0.42,2.53,1.99,1.63
"06037119001","14000US06037119001","Census Tract 1190.01","Census Tract 1190.01, Los Angeles County, California","ca","140","00","ACSSF","0003997",,,,,"06","037",,,,"119001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2204,2067,1807,1607,200,193,4,18,4,0,41,87.42,77.75,9.68,9.34,0.19,0.87,0.19,0,1.98
"06037119002","14000US06037119002","Census Tract 1190.02","Census Tract 1190.02, Los Angeles County, California","ca","140","00","ACSSF","0003998",,,,,"06","037",,,,"119002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1620,3993,3547,2975,572,71,0,51,2,151,171,88.83,74.51,14.33,1.78,0,1.28,0.05,3.78,4.28
"06037119201","14000US06037119201","Census Tract 1192.01","Census Tract 1192.01, Los Angeles County, California","ca","140","00","ACSSF","0003999",,,,,"06","037",,,,"119201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2082,1910,1722,1474,248,103,0,0,0,45,40,90.16,77.17,12.98,5.39,0,0,0,2.36,2.09
"06037119202","14000US06037119202","Census Tract 1192.02","Census Tract 1192.02, Los Angeles County, California","ca","140","00","ACSSF","0004000",,,,,"06","037",,,,"119202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1190,2244,2036,1721,315,147,0,0,32,16,13,90.73,76.69,14.04,6.55,0,0,1.43,0.71,0.58
"06037119310","14000US06037119310","Census Tract 1193.10","Census Tract 1193.10, Los Angeles County, California","ca","140","00","ACSSF","0004001",,,,,"06","037",,,,"119310",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1527,2054,1788,1602,186,192,0,6,51,0,17,87.05,77.99,9.06,9.35,0,0.29,2.48,0,0.83
"06037119320","14000US06037119320","Census Tract 1193.20","Census Tract 1193.20, Los Angeles County, California","ca","140","00","ACSSF","0004002",,,,,"06","037",,,,"119320",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1711,2457,2179,1930,249,138,0,42,0,18,80,88.69,78.55,10.13,5.62,0,1.71,0,0.73,3.26
"06037119340","14000US06037119340","Census Tract 1193.40","Census Tract 1193.40, Los Angeles County, California","ca","140","00","ACSSF","0004003",,,,,"06","037",,,,"119340",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1244,1774,1185,963,222,402,10,0,115,54,8,66.8,54.28,12.51,22.66,0.56,0,6.48,3.04,0.45
"06037119341","14000US06037119341","Census Tract 1193.41","Census Tract 1193.41, Los Angeles County, California","ca","140","00","ACSSF","0004004",,,,,"06","037",,,,"119341",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1256,1393,1154,991,163,109,4,10,18,66,32,82.84,71.14,11.7,7.82,0.29,0.72,1.29,4.74,2.3
"06037119342","14000US06037119342","Census Tract 1193.42","Census Tract 1193.42, Los Angeles County, California","ca","140","00","ACSSF","0004005",,,,,"06","037",,,,"119342",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1553,1493,1224,994,230,190,0,0,18,27,34,81.98,66.58,15.41,12.73,0,0,1.21,1.81,2.28
"06037119400","14000US06037119400","Census Tract 1194","Census Tract 1194, Los Angeles County, California","ca","140","00","ACSSF","0004006",,,,,"06","037",,,,"119400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1979,2504,2328,1995,333,144,0,29,3,0,0,92.97,79.67,13.3,5.75,0,1.16,0.12,0,0
"06037119700","14000US06037119700","Census Tract 1197","Census Tract 1197, Los Angeles County, California","ca","140","00","ACSSF","0004007",,,,,"06","037",,,,"119700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1696,2599,2322,1916,406,161,0,17,27,0,72,89.34,73.72,15.62,6.19,0,0.65,1.04,0,2.77
"06037119800","14000US06037119800","Census Tract 1198","Census Tract 1198, Los Angeles County, California","ca","140","00","ACSSF","0004008",,,,,"06","037",,,,"119800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1529,3196,2967,2597,370,116,0,37,23,34,19,92.83,81.26,11.58,3.63,0,1.16,0.72,1.06,0.59
"06037119900","14000US06037119900","Census Tract 1199","Census Tract 1199, Los Angeles County, California","ca","140","00","ACSSF","0004009",,,,,"06","037",,,,"119900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1347,2511,2150,1896,254,100,0,15,103,0,143,85.62,75.51,10.12,3.98,0,0.6,4.1,0,5.69
"06037120010","14000US06037120010","Census Tract 1200.10","Census Tract 1200.10, Los Angeles County, California","ca","140","00","ACSSF","0004010",,,,,"06","037",,,,"120010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1450,1358,1145,1015,130,125,0,0,38,5,45,84.32,74.74,9.57,9.2,0,0,2.8,0.37,3.31
"06037120020","14000US06037120020","Census Tract 1200.20","Census Tract 1200.20, Los Angeles County, California","ca","140","00","ACSSF","0004011",,,,,"06","037",,,,"120020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1117,1802,1267,1029,238,255,0,0,229,51,0,70.31,57.1,13.21,14.15,0,0,12.71,2.83,0
"06037120030","14000US06037120030","Census Tract 1200.30","Census Tract 1200.30, Los Angeles County, California","ca","140","00","ACSSF","0004012",,,,,"06","037",,,,"120030",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1057,1122,740,572,168,230,0,40,68,20,24,65.95,50.98,14.97,20.5,0,3.57,6.06,1.78,2.14
"06037120103","14000US06037120103","Census Tract 1201.03","Census Tract 1201.03, Los Angeles County, California","ca","140","00","ACSSF","0004013",,,,,"06","037",,,,"120103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1203,1332,849,626,223,268,6,0,62,83,64,63.74,47,16.74,20.12,0.45,0,4.65,6.23,4.8
"06037120104","14000US06037120104","Census Tract 1201.04","Census Tract 1201.04, Los Angeles County, California","ca","140","00","ACSSF","0004014",,,,,"06","037",,,,"120104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1251,1134,769,703,66,239,0,0,94,0,32,67.81,61.99,5.82,21.08,0,0,8.29,0,2.82
"06037120105","14000US06037120105","Census Tract 1201.05","Census Tract 1201.05, Los Angeles County, California","ca","140","00","ACSSF","0004015",,,,,"06","037",,,,"120105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1110,1143,972,821,151,101,9,5,25,0,31,85.04,71.83,13.21,8.84,0.79,0.44,2.19,0,2.71
"06037120106","14000US06037120106","Census Tract 1201.06","Census Tract 1201.06, Los Angeles County, California","ca","140","00","ACSSF","0004016",,,,,"06","037",,,,"120106",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1149,1902,1340,1099,241,366,0,0,119,6,71,70.45,57.78,12.67,19.24,0,0,6.26,0.32,3.73
"06037120107","14000US06037120107","Census Tract 1201.07","Census Tract 1201.07, Los Angeles County, California","ca","140","00","ACSSF","0004017",,,,,"06","037",,,,"120107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1158,1457,1010,824,186,229,0,11,149,52,6,69.32,56.55,12.77,15.72,0,0.75,10.23,3.57,0.41
"06037120108","14000US06037120108","Census Tract 1201.08","Census Tract 1201.08, Los Angeles County, California","ca","140","00","ACSSF","0004018",,,,,"06","037",,,,"120108",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1136,2252,1901,1610,291,161,0,19,42,55,74,84.41,71.49,12.92,7.15,0,0.84,1.87,2.44,3.29
"06037120300","14000US06037120300","Census Tract 1203","Census Tract 1203, Los Angeles County, California","ca","140","00","ACSSF","0004019",,,,,"06","037",,,,"120300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1386,2500,2283,2086,197,105,8,0,29,23,52,91.32,83.44,7.88,4.2,0.32,0,1.16,0.92,2.08
"06037120400","14000US06037120400","Census Tract 1204","Census Tract 1204, Los Angeles County, California","ca","140","00","ACSSF","0004020",,,,,"06","037",,,,"120400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1257,3277,2976,2693,283,108,0,0,0,121,72,90.81,82.18,8.64,3.3,0,0,0,3.69,2.2
"06037121010","14000US06037121010","Census Tract 1210.10","Census Tract 1210.10, Los Angeles County, California","ca","140","00","ACSSF","0004021",,,,,"06","037",,,,"121010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1226,2304,2182,1826,356,69,7,0,30,16,0,94.7,79.25,15.45,2.99,0.3,0,1.3,0.69,0
